Cluster,InvoiceNo,ProductName
0.0,536401,3615
0.0,536401,1885
0.0,536401,1704
0.0,536401,1104
0.0,536401,2317
1.0,536404,2379
1.0,536404,2843
1.0,536404,720
1.0,536404,2278
1.0,536404,2280
2.0,536404,2198
0.0,536406,1061
0.0,536406,2838
0.0,536406,3490
0.0,536406,3491
0.0,536406,2927
0.0,536407,1510
0.0,536407,1512
2.0,536408,1900
1.0,536408,24
1.0,536408,436
1.0,536408,3181
0.0,536408,3630
1.0,536408,3170
0.0,536408,2627
0.0,536408,3140
0.0,536408,990
1.0,536408,2067
1.0,536408,1875
1.0,536408,2748
0.0,536409,91
0.0,536409,3282
0.0,536409,688
0.0,536409,336
0.0,536409,3399
0.0,536409,791
0.0,536409,1902
0.0,536409,575
0.0,536409,1226
0.0,536409,2473
1.0,536409,130
0.0,536409,101
0.0,536409,7
0.0,536409,1788
0.0,536409,2212
0.0,536409,167
0.0,536409,1715
0.0,536409,3311
0.0,536409,3305
0.0,536409,722
0.0,536412,2802
0.0,536412,3268
0.0,536412,1164
0.0,536412,829
0.0,536412,2843
0.0,536412,14
0.0,536412,1177
0.0,536412,1164
0.0,536412,100
0.0,536412,87
0.0,536412,87
0.0,536412,829
0.0,536412,1179
0.0,536412,1165
0.0,536412,2244
0.0,536412,1241
0.0,536412,7
0.0,536412,1242
0.0,536412,1885
0.0,536412,3255
0.0,536415,2249
0.0,536415,2744
0.0,536415,2750
0.0,536415,2957
0.0,536415,1163
0.0,536415,3517
0.0,536415,3653
0.0,536415,1161
0.0,536415,7
0.0,536415,1353
1.0,536415,2172
0.0,536415,1178
0.0,536415,2558
0.0,536415,686
0.0,536415,739
0.0,536415,738
0.0,536415,2199
0.0,536415,1506
0.0,536415,1507
0.0,536415,2903
0.0,536415,1174
0.0,536415,3457
0.0,536415,1902
0.0,536415,1905
0.0,536415,1618
1.0,536416,874
0.0,536416,1139
1.0,536420,2634
0.0,536420,532
0.0,536420,2847
0.0,536420,1738
1.0,536420,1612
0.0,536423,3031
0.0,536423,1146
0.0,536423,3630
0.0,536423,1487
1.0,536425,2188
0.0,536425,715
1.0,536425,2325
1.0,536425,643
1.0,536425,646
0.0,536425,1002
0.0,536425,2725
0.0,536425,3121
0.0,536425,1139
0.0,536446,729
0.0,536446,75
1.0,536446,3772
0.0,536446,1446
1.0,536446,3198
0.0,536446,2832
0.0,536446,3031
1.0,536446,2793
0.0,536446,2729
0.0,536446,827
2.0,536446,2494
1.0,536460,1739
1.0,536460,1136
0.0,536460,1646
0.0,536460,2732
0.0,536464,376
0.0,536464,2244
0.0,536464,1196
0.0,536464,1919
0.0,536464,2174
0.0,536464,1562
0.0,536464,1558
0.0,536464,1559
0.0,536464,2156
0.0,536464,2157
0.0,536464,3031
0.0,536464,2249
0.0,536464,3056
0.0,536464,758
0.0,536464,1572
0.0,536464,1970
0.0,536464,3037
0.0,536464,3676
0.0,536464,3379
0.0,536464,2500
0.0,536464,1511
0.0,536464,2197
0.0,536464,2202
0.0,536464,2188
0.0,536464,3059
0.0,536464,3058
0.0,536464,2752
0.0,536464,270
0.0,536464,3190
0.0,536464,829
0.0,536464,975
0.0,536464,1680
0.0,536464,766
0.0,536464,2123
0.0,536464,3223
0.0,536464,1706
0.0,536488,2750
0.0,536488,3550
0.0,536488,66
0.0,536488,3112
0.0,536488,2957
0.0,536488,2005
0.0,536488,133
0.0,536488,1679
0.0,536488,250
0.0,536488,135
0.0,536488,1507
0.0,536488,1164
0.0,536488,1594
0.0,536488,2793
0.0,536488,52
1.0,536500,3551
1.0,536500,2519
1.0,536500,2169
1.0,536500,609
1.0,536500,2588
0.0,536500,1487
0.0,536500,2691
0.0,536500,2690
0.0,536500,2950
0.0,536500,3062
0.0,536500,1599
1.0,536502,397
0.0,536502,3615
0.0,536514,2955
0.0,536520,841
0.0,536520,1348
0.0,536520,1646
0.0,536520,1512
0.0,536520,1297
0.0,536520,2473
0.0,536520,3426
0.0,536520,1565
1.0,536520,2493
0.0,536520,3004
0.0,536520,3005
0.0,536520,2497
0.0,536520,2498
0.0,536520,2500
0.0,536520,3225
0.0,536520,2157
0.0,536520,1590
0.0,536520,1589
0.0,536520,3615
0.0,536520,1942
0.0,536520,3602
1.0,536520,2738
0.0,536520,581
0.0,536520,1566
0.0,536520,3389
0.0,536520,2968
1.0,536520,2168
0.0,536520,2742
0.0,536520,1326
1.0,536520,367
0.0,536520,3045
0.0,536520,2737
0.0,536520,3214
0.0,536520,2318
0.0,536521,851
0.0,536522,695
0.0,536522,2442
0.0,536522,1177
0.0,536522,1165
0.0,536522,2658
0.0,536522,521
0.0,536522,2184
0.0,536522,3333
0.0,536522,3287
0.0,536522,2048
0.0,536522,2133
0.0,536522,2493
0.0,536522,719
0.0,536522,2940
0.0,536522,766
0.0,536522,2744
0.0,536522,2493
0.0,536522,693
0.0,536522,3596
0.0,536522,385
0.0,536522,3056
0.0,536522,0
0.0,536522,2492
0.0,536522,3058
0.0,536522,1793
0.0,536522,1174
0.0,536522,2757
0.0,536522,1712
0.0,536522,1722
0.0,536523,2732
0.0,536523,3478
1.0,536523,3348
1.0,536523,1875
0.0,536523,2847
0.0,536524,849
0.0,536524,850
0.0,536525,1551
0.0,536525,2695
0.0,536525,21
0.0,536525,1530
0.0,536526,2631
0.0,536526,1651
1.0,536526,1712
1.0,536526,1720
1.0,536527,687
1.0,536527,2158
0.0,536528,827
0.0,536528,3045
0.0,536528,2272
0.0,536528,53
0.0,536528,1720
0.0,536528,2687
0.0,536528,1927
0.0,536528,3532
0.0,536528,2804
0.0,536528,100
0.0,536528,1507
0.0,536528,1680
0.0,536528,2620
0.0,536528,2157
0.0,536528,1919
0.0,536528,2188
0.0,536528,1679
0.0,536528,1927
0.0,536528,2302
0.0,536528,1166
0.0,536528,1167
0.0,536528,704
0.0,536528,2779
0.0,536529,3670
0.0,536529,3289
0.0,536529,3314
1.0,536529,3061
0.0,536529,3476
0.0,536530,1390
0.0,536530,1389
0.0,536530,738
0.0,536530,3549
0.0,536530,1363
0.0,536530,740
3.0,536531,3734
1.0,536531,1059
0.0,536531,415
0.0,536532,2729
2.0,536532,2498
2.0,536532,1979
2.0,536532,1973
2.0,536532,1975
2.0,536532,1908
3.0,536532,3681
2.0,536532,2179
1.0,536532,616
1.0,536532,510
1.0,536532,607
0.0,536532,1622
1.0,536532,1755
1.0,536532,2672
2.0,536532,2515
3.0,536532,2956
2.0,536532,2200
1.0,536532,39
1.0,536532,2594
2.0,536532,2088
0.0,536532,2627
0.0,536533,2737
0.0,536533,684
1.0,536534,1511
1.0,536534,1508
1.0,536534,1507
0.0,536535,2732
1.0,536535,1875
0.0,536535,981
0.0,536535,990
0.0,536535,2729
0.0,536536,2732
0.0,536537,2736
1.0,536537,3228
0.0,536537,575
0.0,536537,1495
0.0,536538,3310
0.0,536538,2511
0.0,536538,992
0.0,536538,2244
0.0,536538,2066
0.0,536538,3123
0.0,536538,1938
0.0,536538,2192
0.0,536538,184
0.0,536538,3024
1.0,536538,747
1.0,536538,1575
1.0,536538,3291
1.0,536538,3209
1.0,536539,1612
0.0,536539,3038
0.0,536539,994
0.0,536539,3549
0.0,536539,2804
0.0,536539,2695
1.0,536539,2500
1.0,536539,2501
0.0,536539,2772
0.0,536539,3520
0.0,536539,2624
0.0,536539,1114
0.0,536539,1622
0.0,536539,1146
0.0,536540,403
0.0,536540,1817
1.0,536540,52
2.0,536540,2208
0.0,536540,417
0.0,536540,3752
0.0,536540,2679
0.0,536540,3394
3.0,536540,3672
0.0,536540,526
1.0,536542,1887
0.0,536551,1619
0.0,536551,2211
0.0,536551,1891
0.0,536551,3268
0.0,536551,2900
1.0,536556,743
0.0,536556,2650
0.0,536557,2517
0.0,536557,3476
0.0,536557,2658
0.0,536557,2395
0.0,536557,324
0.0,536557,2596
0.0,536557,1167
0.0,536557,881
0.0,536557,852
0.0,536557,2410
0.0,536557,2691
0.0,536557,1267
0.0,536557,250
0.0,536557,2958
0.0,536557,3630
0.0,536557,2847
0.0,536557,289
0.0,536557,676
0.0,536557,1622
0.0,536557,2716
0.0,536557,199
1.0,536559,179
1.0,536559,974
0.0,536559,2100
1.0,536560,1680
1.0,536560,3425
1.0,536561,2498
0.0,536561,2528
0.0,536561,1178
0.0,536561,3677
1.0,536561,1507
1.0,536561,1510
0.0,536562,2595
0.0,536562,1969
1.0,536562,3304
0.0,536562,2122
0.0,536562,2121
1.0,536562,1430
0.0,536562,1436
0.0,536563,183
1.0,536563,3385
1.0,536567,3335
0.0,536569,46
0.0,536569,2847
0.0,536569,2949
0.0,536569,1449
0.0,536569,1891
0.0,536569,1093
0.0,536569,428
0.0,536569,2084
0.0,536569,765
1.0,536569,2271
0.0,536569,1799
1.0,536569,742
0.0,536569,3684
0.0,536569,2764
0.0,536569,1402
0.0,536569,2765
0.0,536569,736
0.0,536569,1697
0.0,536569,734
0.0,536569,2999
0.0,536569,3003
0.0,536569,3000
0.0,536569,3291
0.0,536569,3328
0.0,536569,1399
0.0,536569,2212
0.0,536569,2244
0.0,536569,2744
0.0,536569,2750
0.0,536569,703
0.0,536569,918
0.0,536569,2838
0.0,536569,827
0.0,536569,1178
0.0,536570,1896
1.0,536570,2066
0.0,536571,3654
1.0,536571,3208
1.0,536571,2819
2.0,536571,2488
0.0,536571,1128
1.0,536571,745
3.0,536572,3291
3.0,536572,3676
3.0,536572,3684
1.0,536572,3655
0.0,536572,3654
1.0,536572,1188
0.0,536572,1599
0.0,536574,280
1.0,536576,3386
0.0,536578,685
0.0,536578,138
0.0,536578,141
0.0,536578,140
0.0,536580,56
1.0,536580,688
1.0,536580,698
1.0,536582,2685
2.0,536582,1908
0.0,536582,2013
0.0,536582,1146
1.0,536582,834
0.0,536582,703
0.0,536586,137
0.0,536586,140
0.0,536586,139
1.0,536587,1137
2.0,536587,1973
0.0,536587,2927
0.0,536587,1622
2.0,536587,2178
1.0,536587,1857
1.0,536587,751
1.0,536587,1551
0.0,536588,1680
1.0,536588,1678
1.0,536588,1677
1.0,536588,2594
1.0,536588,693
1.0,536588,695
0.0,536590,1622
0.0,536590,786
0.0,536590,3333
1.0,536590,819
0.0,536590,3340
0.0,536591,3188
0.0,536591,1980
0.0,536591,1830
0.0,536591,1838
0.0,536591,1827
0.0,536591,3576
0.0,536591,2653
0.0,536591,3279
0.0,536591,393
0.0,536591,1445
1.0,536591,1147
0.0,536591,2640
0.0,536591,1098
0.0,536591,3010
0.0,536591,642
0.0,536591,1150
0.0,536591,2849
0.0,536591,852
0.0,536591,2090
0.0,536591,2690
0.0,536591,1738
0.0,536591,2168
0.0,536593,974
0.0,536593,706
0.0,536594,2627
0.0,536594,1487
1.0,536594,3170
0.0,536594,3615
0.0,536595,1611
0.0,536595,2090
0.0,536595,280
0.0,536595,255
0.0,536595,2837
0.0,536595,762
0.0,536597,253
0.0,536597,255
0.0,536597,2776
0.0,536597,2244
0.0,536597,2190
0.0,536597,2652
0.0,536597,3472
0.0,536597,1884
0.0,536597,43
0.0,536597,730
0.0,536597,1890
1.0,536597,1421
0.0,536597,3675
0.0,536599,142
1.0,536599,138
0.0,536600,3623
0.0,536600,2691
0.0,536602,3491
0.0,536602,3661
0.0,536602,1720
0.0,536602,2927
0.0,536602,3623
0.0,536603,1512
1.0,536604,766
0.0,536604,3253
1.0,536604,1231
0.0,536605,2292
1.0,536605,2836
0.0,536605,1170
0.0,536605,1168
1.0,536605,199
0.0,536607,3504
1.0,536607,2740
0.0,536607,1599
0.0,536607,1622
0.0,536607,991
0.0,536607,2695
0.0,536607,2066
1.0,536608,1677
0.0,536609,3491
0.0,536609,42
0.0,536609,3678
0.0,536609,1720
0.0,536609,2691
0.0,536609,2927
0.0,536610,1510
1.0,536611,1508
0.0,536611,665
0.0,536611,664
1.0,536611,2608
1.0,536611,282
1.0,536611,2833
0.0,536612,2838
0.0,536612,3490
0.0,536612,3491
0.0,536612,3661
0.0,536612,42
0.0,536612,2691
1.0,536613,606
0.0,536613,3031
1.0,536613,83
3.0,536613,2901
2.0,536613,1979
1.0,536613,3264
0.0,536613,1698
1.0,536613,742
0.0,536615,820
0.0,536615,2927
0.0,536615,1495
0.0,536615,1599
1.0,536617,3388
3.0,536618,3517
1.0,536618,2956
1.0,536619,1680
0.0,536620,56
0.0,536620,1919
1.0,536620,2281
1.0,536620,2276
1.0,536620,1876
1.0,536620,3331
3.0,536620,3294
1.0,536620,885
0.0,536620,740
1.0,536621,3395
0.0,536623,280
1.0,536623,1141
1.0,536623,1347
1.0,536623,3264
1.0,536623,3363
1.0,536623,608
1.0,536623,2680
0.0,536623,988
1.0,536623,3674
0.0,536623,3581
0.0,536623,3661
1.0,536624,1265
0.0,536624,429
0.0,536624,2791
2.0,536624,2202
0.0,536624,2650
0.0,536624,1166
0.0,536624,1165
1.0,536624,436
1.0,536624,2608
1.0,536624,2320
0.0,536626,56
0.0,536627,1450
0.0,536627,1646
0.0,536627,3333
0.0,536627,1380
0.0,536627,1379
0.0,536627,738
1.0,536627,1679
0.0,536628,3615
0.0,536628,2714
0.0,536628,3491
0.0,536628,3661
0.0,536628,3678
0.0,536628,3674
0.0,536628,1720
0.0,536628,1395
0.0,536629,1510
0.0,536629,1512
0.0,536630,3615
0.0,536630,2838
0.0,536630,3674
0.0,536630,2691
0.0,536630,2927
1.0,536632,1712
1.0,536632,2714
0.0,536632,685
0.0,536632,2732
1.0,536632,2157
1.0,536632,1301
1.0,536632,2716
0.0,536633,1680
0.0,536633,2327
1.0,536633,2244
0.0,536633,141
0.0,536633,2961
0.0,536633,1590
0.0,536633,1592
1.0,536634,1466
1.0,536634,2175
0.0,536634,3047
0.0,536635,3113
1.0,536635,1611
1.0,536635,1627
0.0,536635,2798
0.0,536635,1622
1.0,536635,722
1.0,536637,2271
0.0,536637,2722
0.0,536637,1418
0.0,536637,1507
0.0,536637,1512
0.0,536637,2587
0.0,536637,2133
0.0,536637,925
0.0,536637,3425
0.0,536637,436
0.0,536637,1679
1.0,536637,2169
0.0,536637,1139
0.0,536637,742
0.0,536637,65
0.0,536637,2246
0.0,536637,3224
0.0,536637,2657
0.0,536637,270
0.0,536637,2620
0.0,536637,2179
0.0,536637,3112
0.0,536637,1588
0.0,536637,1592
0.0,536637,1590
0.0,536637,1593
0.0,536637,1589
0.0,536637,1891
0.0,536637,39
0.0,536637,2851
0.0,536637,1166
1.0,536638,1687
1.0,536638,1148
0.0,536638,2847
0.0,536638,658
0.0,536638,665
0.0,536638,459
0.0,536638,3685
0.0,536638,3226
0.0,536638,2908
0.0,536638,2655
0.0,536638,2658
0.0,536638,887
0.0,536638,1893
1.0,536638,2989
0.0,536638,1254
1.0,536638,1726
1.0,536638,1566
0.0,536638,845
1.0,536638,2177
1.0,536638,1990
1.0,536638,3664
1.0,536638,3666
1.0,536639,1362
0.0,536639,312
1.0,536639,1507
1.0,536639,1508
0.0,536639,722
0.0,536639,2240
0.0,536639,2646
0.0,536639,855
0.0,536641,1436
0.0,536643,3752
0.0,536643,1712
0.0,536643,1714
0.0,536643,3305
0.0,536643,2622
0.0,536643,2393
0.0,536643,132
0.0,536643,134
0.0,536643,704
0.0,536643,1706
0.0,536643,646
0.0,536643,3684
0.0,536643,696
1.0,536667,2244
0.0,536667,2793
0.0,536667,829
0.0,536672,140
0.0,536672,3317
0.0,536674,47
0.0,536674,3220
0.0,536674,2992
0.0,536674,690
0.0,536674,2621
0.0,536676,2844
0.0,536676,1491
0.0,536676,2138
0.0,536676,2629
0.0,536681,1559
0.0,536681,18
0.0,536681,1512
0.0,536681,1507
0.0,536681,1511
0.0,536681,1739
0.0,536685,845
0.0,536685,2714
0.0,536685,3490
0.0,536685,3491
0.0,536685,3661
0.0,536685,3678
0.0,536685,3674
0.0,536688,1512
0.0,536690,3615
0.0,536690,3623
0.0,536690,845
0.0,536690,2714
0.0,536690,3491
0.0,536690,3661
0.0,536690,2927
0.0,536690,1395
1.0,536698,2687
0.0,536698,417
0.0,536698,3545
1.0,536698,3015
1.0,536698,3548
1.0,536698,3289
0.0,536698,2066
0.0,536698,321
1.0,536698,1887
0.0,536707,2664
0.0,536707,657
0.0,536707,661
1.0,536707,874
0.0,536707,2650
0.0,536732,2653
0.0,536732,1466
0.0,536732,2335
0.0,536732,470
0.0,536732,694
0.0,536732,695
1.0,536732,3180
0.0,536732,2695
1.0,536732,3175
1.0,536732,38
0.0,536732,3185
0.0,536732,2249
1.0,536732,3064
1.0,536732,3109
1.0,536732,3110
2.0,536732,2202
1.0,536733,3308
0.0,536733,2247
0.0,536733,459
2.0,536738,1968
0.0,536738,2650
0.0,536738,3093
0.0,536739,3586
0.0,536739,2650
0.0,536739,534
0.0,536739,535
0.0,536739,2673
0.0,536739,2656
1.0,536740,1679
0.0,536740,47
0.0,536740,2664
0.0,536741,3470
0.0,536741,2066
1.0,536741,98
1.0,536741,3403
0.0,536741,1164
1.0,536741,3425
0.0,536742,1121
0.0,536742,3234
0.0,536742,2244
0.0,536742,738
0.0,536742,953
0.0,536742,1722
0.0,536742,2738
0.0,536742,711
0.0,536742,3255
0.0,536742,698
0.0,536742,2203
0.0,536742,1891
1.0,536742,3184
0.0,536742,2605
0.0,536742,1566
0.0,536742,63
0.0,536742,2983
0.0,536742,3093
0.0,536742,3425
1.0,536742,1534
0.0,536742,808
0.0,536743,151
1.0,536743,603
0.0,536743,2687
1.0,536743,13
0.0,536743,2394
0.0,536743,417
0.0,536743,2498
0.0,536743,1849
0.0,536743,3132
0.0,536743,140
0.0,536743,1456
0.0,536743,925
0.0,536743,3140
0.0,536744,60
0.0,536744,3549
0.0,536744,2695
0.0,536744,53
1.0,536745,2920
1.0,536745,2748
1.0,536745,2743
1.0,536745,278
0.0,536746,3337
0.0,536746,3478
0.0,536746,3476
0.0,536746,3434
1.0,536746,827
0.0,536746,3001
3.0,536747,3732
0.0,536747,720
0.0,536747,2843
0.0,536747,251
0.0,536747,3403
0.0,536747,3468
1.0,536748,2046
0.0,536748,1643
0.0,536748,704
0.0,536748,1109
0.0,536749,20
0.0,536749,1861
0.0,536749,928
0.0,536749,1853
0.0,536749,2219
0.0,536749,344
0.0,536749,356
0.0,536749,1020
0.0,536749,2605
0.0,536749,882
0.0,536749,2686
0.0,536749,776
0.0,536749,1061
0.0,536749,2742
0.0,536749,2312
0.0,536749,740
0.0,536749,775
0.0,536749,1178
0.0,536749,799
0.0,536749,2286
0.0,536749,3271
0.0,536749,2622
0.0,536749,134
0.0,536749,1059
0.0,536749,2657
0.0,536749,3638
0.0,536749,1507
0.0,536749,1512
0.0,536749,3093
0.0,536749,215
1.0,536750,3615
1.0,536750,3623
0.0,536750,2838
0.0,536750,3491
0.0,536750,3661
0.0,536750,42
0.0,536750,3678
0.0,536750,3674
0.0,536750,1720
0.0,536751,1512
0.0,536752,3615
0.0,536752,3623
0.0,536752,2714
0.0,536752,42
0.0,536752,3678
0.0,536752,1720
0.0,536752,1749
0.0,536752,2691
0.0,536752,1395
0.0,536754,3266
0.0,536754,1565
0.0,536754,2819
0.0,536754,1561
1.0,536754,1555
0.0,536754,1731
0.0,536754,1730
0.0,536754,3033
0.0,536754,2615
0.0,536754,455
0.0,536754,3425
0.0,536754,2497
1.0,536754,3181
0.0,536754,3223
0.0,536754,21
0.0,536754,1486
0.0,536754,1167
0.0,536754,1918
0.0,536754,2417
0.0,536754,2802
0.0,536754,2804
0.0,536754,2803
1.0,536759,1561
1.0,536759,383
0.0,536759,42
0.0,536759,1324
0.0,536759,3477
0.0,536759,3674
0.0,536759,1397
1.0,536759,1300
0.0,536759,978
0.0,536761,2659
0.0,536761,2383
0.0,536762,385
1.0,536762,1612
1.0,536762,2378
1.0,536762,1508
1.0,536762,617
1.0,536763,2188
3.0,536763,3726
3.0,536769,3064
3.0,536769,3047
2.0,536769,2202
1.0,536769,2247
0.0,536769,2736
0.0,536769,1942
1.0,536769,669
1.0,536769,1884
1.0,536769,1877
0.0,536769,3401
1.0,536769,81
1.0,536769,82
1.0,536769,668
1.0,536769,1788
1.0,536771,798
0.0,536771,47
1.0,536771,1612
1.0,536771,1679
2.0,536777,2449
1.0,536778,1163
0.0,536778,1161
0.0,536778,2393
0.0,536778,1486
0.0,536778,3478
0.0,536778,3276
0.0,536779,563
1.0,536782,2665
0.0,536782,2673
0.0,536782,2649
1.0,536782,1788
0.0,536782,1994
1.0,536782,2558
0.0,536782,3654
2.0,536783,1925
3.0,536783,3523
2.0,536783,1900
2.0,536784,1900
2.0,536784,1925
1.0,536784,1926
3.0,536784,3632
0.0,536787,3615
0.0,536787,3623
0.0,536787,3674
0.0,536787,2927
0.0,536787,1395
1.0,536790,3615
1.0,536790,845
0.0,536790,1058
1.0,536790,2714
1.0,536790,3491
0.0,536790,3674
1.0,536791,1512
0.0,536793,1680
0.0,536793,1166
1.0,536793,2348
1.0,536793,436
1.0,536793,1158
3.0,536794,3205
1.0,536794,138
1.0,536794,1622
1.0,536795,2245
0.0,536796,2312
0.0,536796,2663
0.0,536796,2183
0.0,536796,2802
0.0,536796,104
0.0,536796,1891
0.0,536796,364
0.0,536796,3259
0.0,536796,3262
0.0,536796,2497
0.0,536796,3690
0.0,536796,3309
0.0,536796,2641
0.0,536796,1639
0.0,536796,3386
0.0,536796,3387
0.0,536796,2957
0.0,536796,698
0.0,536796,2651
0.0,536796,3689
0.0,536796,704
0.0,536796,1329
0.0,536796,688
0.0,536796,463
0.0,536796,2178
0.0,536796,527
0.0,536796,3061
0.0,536796,773
0.0,536796,3474
0.0,536796,3059
0.0,536796,2020
0.0,536796,1919
0.0,536796,100
0.0,536796,3343
0.0,536796,2169
0.0,536796,685
0.0,536796,2499
0.0,536796,2500
0.0,536796,266
0.0,536796,703
0.0,536796,3045
0.0,536796,3073
0.0,536797,1214
1.0,536797,1511
1.0,536797,1508
1.0,536797,1512
3.0,536798,3578
1.0,536798,1743
1.0,536798,1143
1.0,536798,1615
1.0,536798,819
1.0,536798,2538
0.0,536799,1722
0.0,536799,1721
0.0,536799,1710
0.0,536799,1594
0.0,536799,1868
0.0,536799,2529
0.0,536799,1510
1.0,536799,1506
1.0,536800,608
1.0,536800,607
0.0,536800,3366
2.0,536800,1679
1.0,536800,603
1.0,536800,512
0.0,536800,2605
1.0,536800,2968
0.0,536800,142
0.0,536800,138
1.0,536802,2751
0.0,536802,1618
0.0,536802,2003
0.0,536803,1487
1.0,536804,991
0.0,536804,2804
0.0,536804,2802
1.0,536804,1058
1.0,536804,745
0.0,536804,185
2.0,536805,1736
1.0,536805,315
1.0,536805,3681
2.0,536805,2166
1.0,536805,3493
1.0,536805,2023
1.0,536805,2027
1.0,536806,1743
0.0,536808,536
0.0,536808,704
0.0,536808,3478
0.0,536808,3477
0.0,536808,1165
0.0,536808,2691
0.0,536808,1146
1.0,536813,725
0.0,536813,2244
0.0,536813,2241
0.0,536813,1950
0.0,536819,1105
0.0,536819,689
1.0,536819,1141
2.0,536819,2203
1.0,536819,2277
3.0,536819,2956
0.0,536819,1651
1.0,536819,3093
0.0,536821,966
0.0,536821,1507
0.0,536821,1340
0.0,536821,3425
0.0,536821,2664
0.0,536821,2317
0.0,536821,2624
0.0,536821,2594
0.0,536821,3109
0.0,536821,2335
0.0,536821,2247
0.0,536823,1002
1.0,536832,3466
0.0,536832,3253
1.0,536833,1534
0.0,536833,3282
0.0,536833,3623
1.0,536833,1612
0.0,536833,728
1.0,536833,3328
1.0,536833,3683
0.0,536833,946
1.0,536834,3345
0.0,536836,1771
0.0,536836,642
0.0,536836,2650
0.0,536836,2649
0.0,536836,1788
0.0,536836,3223
0.0,536836,2682
0.0,536836,2675
0.0,536836,2658
0.0,536836,2657
0.0,536836,3369
0.0,536836,3367
3.0,536836,3723
0.0,536837,3678
0.0,536837,1599
0.0,536837,1865
1.0,536837,2174
0.0,536837,2410
0.0,536837,1510
0.0,536837,3441
0.0,536837,590
0.0,536837,25
0.0,536837,3615
2.0,536837,2449
0.0,536839,990
1.0,536839,992
1.0,536839,3363
1.0,536840,1678
1.0,536840,1677
0.0,536840,3333
1.0,536840,100
0.0,536840,577
0.0,536840,2535
0.0,536841,2314
1.0,536841,1566
1.0,536841,2379
0.0,536841,3113
0.0,536841,2624
1.0,536841,100
0.0,536841,852
0.0,536842,266
1.0,536842,2498
0.0,536844,2797
0.0,536845,1884
0.0,536845,890
0.0,536845,130
0.0,536845,3778
0.0,536845,3076
0.0,536845,1403
0.0,536845,3031
0.0,536845,1885
0.0,536845,63
0.0,536845,62
0.0,536845,385
0.0,536845,469
0.0,536845,704
0.0,536845,1171
0.0,536846,2592
0.0,536846,2594
0.0,536846,2927
0.0,536846,3333
0.0,536846,3093
0.0,536846,1105
0.0,536846,1651
0.0,536846,2695
0.0,536846,1880
0.0,536846,1887
1.0,536846,12
0.0,536846,648
0.0,536846,3547
0.0,536846,729
0.0,536846,2685
0.0,536846,486
0.0,536846,1491
0.0,536846,3674
0.0,536846,1130
0.0,536846,684
0.0,536846,3680
0.0,536846,3673
0.0,536846,1935
0.0,536846,2318
0.0,536846,23
0.0,536846,24
0.0,536846,2348
0.0,536846,2367
0.0,536846,1164
0.0,536846,1178
0.0,536846,1168
0.0,536846,2892
0.0,536846,728
0.0,536846,20
0.0,536846,2314
0.0,536846,266
0.0,536847,2793
3.0,536847,3335
2.0,536851,2652
1.0,536851,3109
2.0,536852,1975
1.0,536852,668
1.0,536852,3517
